"","treeid_num","tree_ID","X","bloc","treatment","genus","species","year","height","diameter","notes","spp_num","aboveGroundWeight","mean","per5","per25","per75","per95","mul"
"115",115,"Bepa_WarmS/CoolF_B2_R10",1375,2,"WarmS/CoolF","betula","betula_papyrifera",2025,122.9,12.25,NA,2,30.71,30.1071338795068,24.0179082525978,27.6103418991588,32.5687590684735,36.2240992316812,18442.68125
"116",116,"Bepa_WarmS/CoolF_B3_R11",1376,3,"WarmS/CoolF","betula","betula_papyrifera",2025,68.8,8.13,NA,2,9.07,14.1589875915513,7.9916328521061,11.7209664546897,16.6776512396509,20.1888872470662,4547.46672
"117",117,"Bepa_WarmS/CoolF_B3_R12",1377,3,"WarmS/CoolF","betula","betula_papyrifera",2025,64.2,9.98,NA,2,14.79,17.0182002256064,10.9293550604844,14.5705382656532,19.476186242629,22.9671121777337,6394.34568
"118",118,"Bepa_WarmS/CoolF_B3_R13",1378,3,"WarmS/CoolF","betula","betula_papyrifera",2025,87.6,9.68,"there are 2 trunks; might have missed measurement last year",2,20.72,19.3701463187871,13.1622144135096,16.8488905023195,21.9419330041051,25.53462466827,8208.33024
"119",119,"Bepa_WarmS/CoolF_B3_R14",1379,3,"WarmS/CoolF","betula","betula_papyrifera",2025,102.5,12.37,NA,2,26.72,27.4937766453314,21.2387428462238,24.9492823064591,30.0236251922892,33.7736160884859,15684.23225
"120",120,"Bepa_WarmS/CoolF_B3_R15",1380,3,"WarmS/CoolF","betula","betula_papyrifera",2025,87.4,9.2,NA,2,15.68,18.3528600746938,12.250494097781,15.7669156095386,20.896209632588,24.4701021835391,7397.536
"121",121,"Bepa_CoolS/WarmF_B1_R1",1381,1,"CoolS/WarmF","betula","betula_papyrifera",2025,62.4,8.29,NA,2,12,13.6880275086335,7.50080305427127,11.1952177094989,16.2731903550092,19.7163948616929,4288.38384
"122",122,"Bepa_CoolS/WarmF_B1_R2",1382,1,"CoolS/WarmF","betula","betula_papyrifera",2025,68.3,8.52,NA,2,11.33,14.7369283121491,8.56542117348821,12.2280758629707,17.2530138186614,20.7759371821529,4957.92432
"123",123,"Bepa_CoolS/WarmF_B1_R3",1383,1,"CoolS/WarmF","betula","betula_papyrifera",2025,91.1,8.66,NA,2,14.49,17.6428359091865,11.4965668014339,15.1657466122939,20.1451455105491,23.9548538746225,6832.09916
"124",124,"Bepa_CoolS/WarmF_B1_R4",1384,1,"CoolS/WarmF","betula","betula_papyrifera",2025,109.1,10.49,NA,2,22.01,23.9597254050652,17.8607189400621,21.4181647608276,26.4932865535171,30.1037184957065,12005.37491
"125",125,"Bepa_CoolS/WarmF_B1_R5",1385,1,"CoolS/WarmF","betula","betula_papyrifera",2025,87.3,7.37,NA,2,13.57,14.4608241663422,8.3556074334663,11.8975242338392,16.9618513668592,20.5268163420535,4741.86537
"126",126,"Bepa_CoolS/WarmF_B2_R6",1386,2,"CoolS/WarmF","betula","betula_papyrifera",2025,75,12.18,NA,2,26.03,22.924406430703,16.7838046392293,20.4608236773259,25.4690318312081,28.9893793979724,11126.43
"127",127,"Bepa_CoolS/WarmF_B2_R7",1387,2,"CoolS/WarmF","betula","betula_papyrifera",2025,81.4,10.93,NA,2,21.22,21.319404310729,15.1481969038298,18.8061429127782,23.8172112971548,27.3551982870789,9724.44286
"128",128,"Bepa_CoolS/WarmF_B2_R8",1388,2,"CoolS/WarmF","betula","betula_papyrifera",2025,90.8,9.91,NA,2,18.05,20.3242115981352,14.2835748797542,17.8389738492632,22.8365655338915,26.3952879874254,8917.29548
"129",129,"Bepa_CoolS/WarmF_B2_R9",1389,2,"CoolS/WarmF","betula","betula_papyrifera",2025,110.1,13.66,NA,2,28.99,31.9323540315608,25.5821886662705,29.374073552358,34.4588198097435,38.2478168972842,20544.17556
"130",130,"Bepa_CoolS/WarmF_B2_R10",1390,2,"CoolS/WarmF","betula","betula_papyrifera",2025,86,9.47,NA,2,20.85,18.7874974640139,12.689655596202,16.2333490298783,21.3564726797842,24.8093527729001,7712.5574
"131",131,"Bepa_CoolS/WarmF_B3_R11",1391,3,"CoolS/WarmF","betula","betula_papyrifera",2025,86.9,9.55,NA,2,23.8,19.0080230837799,12.836788134431,16.5074705498029,21.4935142289942,25.0886004200909,7925.49725
"132",132,"Bepa_CoolS/WarmF_B3_R12",1392,3,"CoolS/WarmF","betula","betula_papyrifera",2025,91.7,9.51,NA,2,21.79,19.5819828457677,13.4124455529421,17.0855154964074,22.0862733790037,25.5682703879013,8293.35717
"133",133,"Bepa_CoolS/WarmF_B3_R13",1393,3,"CoolS/WarmF","betula","betula_papyrifera",2025,78.1,9.26,NA,2,16.01,17.3611760010712,11.2807065746516,14.8518298347921,19.8730908366982,23.4766052027243,6696.88756
"134",134,"Bepa_CoolS/WarmF_B3_R14",1394,3,"CoolS/WarmF","betula","betula_papyrifera",2025,74.2,9.2,NA,2,13.14,16.7825420307968,10.6064726123529,14.2740597482596,19.3030369358657,22.9293911873708,6280.288
"135",135,"Bepa_CoolS/WarmF_B3_R15",1395,3,"CoolS/WarmF","betula","betula_papyrifera",2025,72.8,7.16,NA,2,10.73,12.6792232444337,6.46709417905805,10.1860745667372,15.2178342165152,18.7832179536796,3732.13568
"136",136,"Bepa_WarmS/WarmF_B1_R1",1396,1,"WarmS/WarmF","betula","betula_papyrifera",2025,83.6,9.81,NA,2,14.26,19.2360173142455,13.1190778389594,16.6883114120846,21.7313166931958,25.4536553197473,8045.33796
"137",137,"Bepa_WarmS/WarmF_B1_R2",1397,1,"WarmS/WarmF","betula","betula_papyrifera",2025,64.2,5.63,NA,2,9.85,9.15180681859511,2.9289816564143,6.64059816053748,11.7049101368449,15.3895827692242,2034.94098
"138",138,"Bepa_WarmS/WarmF_B1_R3",1398,1,"WarmS/WarmF","betula","betula_papyrifera",2025,88.2,10.24,NA,2,15.71,20.7136633331041,14.531999236666,18.2170102115744,23.2190383760233,26.9143598516285,9248.44032
"139",139,"Bepa_WarmS/WarmF_B1_R4",1399,1,"WarmS/WarmF","betula","betula_papyrifera",2025,107.1,11.13,NA,2,32.49,25.1681570947071,19.0426654515243,22.6453428894462,27.7082035213554,31.4227015675814,13267.21599
"140",140,"Bepa_WarmS/WarmF_B1_R5",1400,1,"WarmS/WarmF","betula","betula_papyrifera",2025,108.9,12.72,NA,2,33.08,29.343983029452,23.3114419814829,26.8827151542789,31.852597663575,35.5042828452203,17619.84576
"141",141,"Bepa_WarmS/WarmF_B2_R6",1401,2,"WarmS/WarmF","betula","betula_papyrifera",2025,69.7,9.42,NA,2,15.44,16.7099905282059,10.5404123797413,14.1428570174145,19.2074456412553,22.8843387555441,6184.92708
"142",142,"Bepa_WarmS/WarmF_B2_R7",1402,2,"WarmS/WarmF","betula","betula_papyrifera",2025,91.4,9.21,NA,2,16.73,18.870522573961,12.7885888804829,16.3211458302333,21.4417566767429,25.0903875571605,7752.92274
"143",143,"Bepa_WarmS/WarmF_B2_R8",1403,2,"WarmS/WarmF","betula","betula_papyrifera",2025,132.4,12.78,NA,2,30.58,32.8638081568127,26.6555969455201,30.36236062044,35.3840670382906,39.0176942304517,21624.68016
"144",144,"Bepa_WarmS/WarmF_B2_R9",1404,2,"WarmS/WarmF","betula","betula_papyrifera",2025,159.2,13.08,NA,2,35.95,37.1264697785228,30.9303612054182,34.5604194504536,39.6897872268361,43.3683109001116,27236.95488
"145",145,"Bepa_WarmS/WarmF_B2_R10",1405,2,"WarmS/WarmF","betula","betula_papyrifera",2025,68,11.55,NA,2,16,20.6106408831886,14.4523740803509,18.0080304221712,23.1271301683067,26.8640360475822,9071.37
"146",146,"Bepa_WarmS/WarmF_B3_R11",1406,3,"WarmS/WarmF","betula","betula_papyrifera",2025,151.1,12.81,NA,2,43.62,35.2976011525004,28.9319975432457,32.7482463525496,37.9035895825394,41.6593674323359,24794.92071
"147",147,"Bepa_WarmS/WarmF_B3_R12",1407,3,"WarmS/WarmF","betula","betula_papyrifera",2025,66,7.46,NA,2,9.76,12.6162723791198,6.47051539305642,10.0944305346085,15.1735801463032,18.7263104038177,3673.0056
"148",148,"Bepa_WarmS/WarmF_B3_R13",1408,3,"WarmS/WarmF","betula","betula_papyrifera",2025,129,12.04,NA,2,33.47,30.3198416679327,24.0568389148438,27.801972855933,32.8365260894202,36.5161790592304,18700.0464
"149",149,"Bepa_WarmS/WarmF_B3_R14",1409,3,"WarmS/WarmF","betula","betula_papyrifera",2025,109.6,7.22,NA,2,33.18,15.9892017062887,9.80454959402697,13.442652300876,18.4723035277969,22.2224360112237,5713.27264
"150",150,"Bepa_WarmS/WarmF_B3_R15",1410,3,"WarmS/WarmF","betula","betula_papyrifera",2025,77.3,10.05,NA,2,14.26,18.9600378040723,12.9149336311262,16.482082826808,21.4064401674195,25.1121054762854,7807.49325
"151",151,"Bepa_CoolS/CoolF_B1_R1_nitro",1411,1,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,107.7,12.49,NA,2,35,28.6471937241146,22.5470023845526,26.0641260268183,31.1824935873571,34.7957780071711,16801.21077
"152",152,"Bepa_CoolS/CoolF_B1_R2_nitro",1412,1,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,120,9.89,NA,2,18.73,23.5530511221066,17.4062258746441,21.0439019671736,26.071796099501,29.7227191668921,11737.452
"153",153,"Bepa_CoolS/CoolF_B1_R3_nitro",1413,1,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,68.8,10.02,NA,2,16.66,17.7160594574069,11.5946743925652,15.2295146361766,20.2266028004739,23.9686390132478,6907.54752
"154",154,"Bepa_CoolS/CoolF_B1_R4_nitro",1414,1,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,91,8.11,"trunk 2 is smaller than previous year because its dead",2,16.36,16.4176666580561,10.233762717152,13.9001342116601,18.9379217750805,22.598059874772,5985.2611
"155",155,"Bepa_CoolS/CoolF_B1_R5_nitro",1415,1,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,139.5,15.19,NA,2,44.9,40.6381854887661,34.3467450483857,38.0422676038022,43.2026866114854,47.0918058887848,32187.68595
"156",156,"Bepa_CoolS/CoolF_B2_R6_nitro",1416,2,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,93.3,13.04,NA,2,26.56,27.6862173323535,21.5754265921654,25.1434292808005,30.2878993933707,33.8460559430926,15864.88128
"157",157,"Bepa_CoolS/CoolF_B2_R7_nitro",1417,2,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,38.1,11.3,"top of tree is dead; highest lateral shoot measured",2,13.74,14.6645310667991,8.4030646978142,12.0407539719573,17.2624817312391,20.8836118592569,4864.989
"158",158,"Bepa_CoolS/CoolF_B2_R8_nitro",1418,2,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,109.1,10.29,NA,2,23.98,23.3916808249889,17.3167514439072,20.8899606971754,25.8994307111143,29.5669553365904,11551.95531
"159",159,"Bepa_CoolS/CoolF_B2_R9_nitro",1419,2,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,141.9,13.62,NA,2,41.04,36.3881903288296,30.1179771052633,33.7893643382302,39.0147988582451,42.7096239507748,26323.07436
"160",160,"Bepa_CoolS/CoolF_B2_R10_nitro",1420,2,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,46.2,8.89,NA,2,8.86,12.5685375620609,6.58042173358588,10.0347831810234,15.0863780874793,18.7133912209866,3651.28302
"161",161,"Bepa_CoolS/CoolF_B3_R11_nitro",1421,3,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,114.9,11.96,NA,2,24.57,28.2889791585462,22.1089291559792,25.7377103515586,30.7940354474118,34.419889238889,16435.47984
"162",162,"Bepa_CoolS/CoolF_B3_R12_nitro",1422,3,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,76.2,7.6,"second trunk previous year measurement is wrong; it grew 2cm in 2025",2,12.46,13.9079388141235,7.80381964957532,11.3706670845708,16.429328970353,20.0764280799236,4401.312
"163",163,"Bepa_CoolS/CoolF_B3_R13_nitro",1423,3,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,68.9,8.43,NA,2,16.85,14.7235128496474,8.68795971545199,12.2604785094306,17.221201763196,20.919511886292,4896.37161
"164",164,"Bepa_CoolS/CoolF_B3_R14_nitro",1424,3,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,73.3,7.3,NA,2,8.71,13.0085748926205,6.74241425986003,10.4053773616853,15.542693678514,19.154277596882,3906.157
"165",165,"Bepa_CoolS/CoolF_B3_R15_nitro",1425,3,"CoolS/CoolF_nitro","betula","betula_papyrifera",2025,55.1,9.03,NA,2,12.35,14.0905386581079,8.09529677507917,11.5873949182839,16.5737714508858,20.1559918182096,4492.90359
"166",166,"Bepa_WarmS/WarmF_B1_R1_nitro",1426,1,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,108.4,10.19,NA,2,25.5,23.0525079579194,16.9567089843308,20.5571713213779,25.5920751545206,29.1853105164178,11255.83324
"167",167,"Bepa_WarmS/WarmF_B1_R2_nitro",1427,1,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,63.5,7.73,NA,2,9.95,12.8506397337287,6.7541370113721,10.2789948256757,15.4064903759303,19.096758664323,3794.30915
"168",168,"Bepa_WarmS/WarmF_B1_R3_nitro",1428,1,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,130.1,11.57,NA,2,46.67,29.223544865441,23.1665240827445,26.7190040767576,31.7434355650539,35.3982216129493,17415.82349
"169",169,"Bepa_WarmS/WarmF_B1_R4_nitro",1429,1,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,84.5,9.15,NA,2,10.8,17.8861943457048,11.7403836029335,15.3050115375431,20.4354095765751,23.8788906792072,7074.55125
"170",170,"Bepa_WarmS/WarmF_B1_R5_nitro",1430,1,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,78.6,11.27,NA,2,18.74,21.5740502273257,15.4338925874651,19.0976508149278,24.0492274069221,27.6732136213575,9983.21394
"171",171,"Bepa_WarmS/WarmF_B2_R6_nitro",1431,2,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,55.4,5.49,NA,2,9.96,8.24251035447219,2.13865440348536,5.72055602931107,10.761462136454,14.3406332542664,1669.76154
"172",172,"Bepa_WarmS/WarmF_B2_R7_nitro",1432,2,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,124.9,9.32,NA,2,22.69,22.6428685590912,16.5184689080934,20.1245214539257,25.196656993662,28.7404391077742,10849.11376
"173",173,"Bepa_WarmS/WarmF_B2_R8_nitro",1433,2,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,60.2,6.6,NA,2,10.23,10.5115389273015,4.40239528990669,7.92931692649862,13.0537427632884,16.656144891856,2622.312
"174",174,"Bepa_WarmS/WarmF_B2_R9_nitro",1434,2,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,104.3,13.14,NA,2,34.12,29.6928192493651,23.4784918483263,27.1507070689883,32.2184116989315,35.9186380174541,18008.39628
"175",175,"Bepa_WarmS/WarmF_B2_R10_nitro",1435,2,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,97.4,11.13,NA,2,17.06,23.8921085601754,17.7012967651779,21.4300935927985,26.3686247270937,30.0633820993994,12065.61006
"176",176,"Bepa_WarmS/WarmF_B3_R11_nitro",1436,3,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,96.8,7.21,NA,2,10.31,14.8958187781106,8.69437823043698,12.3350321963935,17.4765381302651,21.1313889154708,5032.06088
"177",177,"Bepa_WarmS/WarmF_B3_R12_nitro",1437,3,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,75.9,8.8,NA,2,11.92,16.3166053636837,10.1414250962034,13.8012765053377,18.7561892983516,22.3994890706674,5877.696
"178",178,"Bepa_WarmS/WarmF_B3_R13_nitro",1438,3,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,98.7,11.69,NA,2,21.1,25.3461857392808,19.2286065247269,22.7983209946148,27.8807407577169,31.6661375264551,13487.95707
"179",179,"Bepa_WarmS/WarmF_B3_R14_nitro",1439,3,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,83.1,8.51,NA,2,16.85,16.3997069736916,10.2573066399179,13.9003248577109,18.9125620200568,22.5452949600934,6018.11031
"180",180,"Bepa_WarmS/WarmF_B3_R15_nitro",1440,3,"WarmS/WarmF_nitro","betula","betula_papyrifera",2025,78.7,6.82,NA,2,9.41,12.5394436767211,6.51376484988729,10.0568029087856,15.0429960027062,18.6210556212494,3660.52588
"181",181,"Pist_CoolS/CoolF_B1_R1",1441,1,"CoolS/CoolF","pinus","pinus_strobus",2025,69.6,16.98,NA,3,59.53,45.3609009043901,39.127108779644,42.7794129813782,47.9017636277329,51.6965032834515,20067.09984
"182",182,"Pist_CoolS/CoolF_B1_R2",1442,1,"CoolS/CoolF","pinus","pinus_strobus",2025,67,14.13,NA,3,40.6,35.5935599725402,29.3552354245029,33.0620953512013,38.107556841509,41.8802244519209,13377.0123
"183",183,"Pist_CoolS/CoolF_B1_R3",1443,1,"CoolS/CoolF","pinus","pinus_strobus",2025,43.1,11.54,NA,3,19.58,21.4731881975068,15.2942451633132,19.0143248370498,23.9698451232568,27.6015357807797,5739.69596
"184",184,"Pist_CoolS/CoolF_B1_R4",1444,1,"CoolS/CoolF","pinus","pinus_strobus",2025,21.9,6.82,NA,3,6.74,7.60612133431288,1.38762666070751,5.13985994279774,10.0660716175852,13.8095064299835,1018.62156
"185",185,"Pist_CoolS/CoolF_B1_R5",1445,1,"CoolS/CoolF","pinus","pinus_strobus",2025,58.9,14.5,NA,3,34.5,33.9458977031523,27.7373228947377,31.3839196123096,36.4978287094971,40.1954126736607,12383.725
"186",186,"Pist_CoolS/CoolF_B2_R6",1446,2,"CoolS/CoolF","pinus","pinus_strobus",2025,48.6,9.78,NA,3,14.73,18.7799021758798,12.5942664386096,16.2169020098977,21.347283520243,24.8142862407143,4648.51224
"187",187,"Pist_CoolS/CoolF_B2_R7",1447,2,"CoolS/CoolF","pinus","pinus_strobus",2025,35.1,9.14,NA,3,12.31,14.2728515903573,8.14470225024707,11.7363967077441,16.8228989100455,20.3952438857289,2932.23996
"188",188,"Pist_CoolS/CoolF_B2_R8",1448,2,"CoolS/CoolF","pinus","pinus_strobus",2025,44,12.47,NA,3,23.5,23.7623310925265,17.6729772302778,21.2946828899598,26.231083965281,29.8179387325898,6842.0396
"189",189,"Pist_CoolS/CoolF_B2_R9",1449,2,"CoolS/CoolF","pinus","pinus_strobus",2025,53.1,13.3,NA,3,23.66,28.7608019245812,22.6264119995305,26.2057397086075,31.2499377563972,34.9744401705617,9392.859
"190",190,"Pist_CoolS/CoolF_B2_R10",1450,2,"CoolS/CoolF","pinus","pinus_strobus",2025,49.4,14.74,NA,3,38.44,31.159903052601,25.2097421474279,28.6952799027862,33.614108492703,37.3366987925017,10733.01944
"191",191,"Pist_CoolS/CoolF_B3_R11",1451,3,"CoolS/CoolF","pinus","pinus_strobus",2025,48.6,13.16,NA,3,22.52,26.9264613478141,20.8012782167686,24.401777736958,29.3822220052858,33.1640122321227,8416.82016
"192",192,"Pist_CoolS/CoolF_B3_R12",1452,3,"CoolS/CoolF","pinus","pinus_strobus",2025,42.1,12.92,NA,3,19.85,24.0933230657487,17.8633483872837,21.5303555694769,26.614172524673,30.2729592266941,7027.60144
"193",193,"Pist_CoolS/CoolF_B3_R13",1453,3,"CoolS/CoolF","pinus","pinus_strobus",2025,45.2,13.46,NA,3,30.22,26.4497983134799,20.418531723829,23.966266874001,28.9960828316341,32.4879548854624,8188.95632
"194",194,"Pist_CoolS/CoolF_B3_R14",1454,3,"CoolS/CoolF","pinus","pinus_strobus",2025,17.1,7.36,NA,3,7.96,7.15706398582699,1.11985245665126,4.58680974059861,9.70952101907804,13.4185045071793,926.30016
"195",195,"Pist_CoolS/CoolF_B3_R15",1455,3,"CoolS/CoolF","pinus","pinus_strobus",2025,58.3,14.52,NA,3,24.36,33.8566983979658,27.7389335983257,31.3309474790484,36.3741106550796,40.0704039483364,12291.41232
"196",196,"Pist_WarmS/CoolF_B1_R1",1456,1,"WarmS/CoolF","pinus","pinus_strobus",2025,38.3,10.03,NA,3,13.79,16.8615125267197,10.6936775208908,14.383541861693,19.370264312965,22.9757704417851,3853.01447
"197",197,"Pist_WarmS/CoolF_B1_R2",1457,1,"WarmS/CoolF","pinus","pinus_strobus",2025,38.6,10.98,"current year shoot died after summer drought; height still measured and half of the tree is dead",3,16.67,18.8276001148159,12.6674022785045,16.2835875443578,21.3478052320418,24.9211998341135,4653.63144
"198",198,"Pist_WarmS/CoolF_B1_R3",1458,1,"WarmS/CoolF","pinus","pinus_strobus",2025,60.9,17.06,NA,3,36.82,42.121550079354,35.7816645374752,39.5582542757314,44.7234550755609,48.4117538457936,17724.55524
"199",199,"Pist_WarmS/CoolF_B1_R4",1459,1,"WarmS/CoolF","pinus","pinus_strobus",2025,28.7,9.48,NA,3,11.29,13.2802129812359,7.14541022443687,10.7394679343102,15.8228602862343,19.3377648330201,2579.28048
"200",200,"Pist_WarmS/CoolF_B1_R5",1460,1,"WarmS/CoolF","pinus","pinus_strobus",2025,29.6,8.09,NA,3,8.39,11.0992690678997,5.01105331577958,8.61037557271254,13.6200014079176,17.1800932139292,1937.26376
"201",201,"Pist_WarmS/CoolF_B2_R6",1461,2,"WarmS/CoolF","pinus","pinus_strobus",2025,70.6,14.44,NA,3,44.96,37.6616286951542,31.4836992813406,35.1224394261471,40.1462817210934,43.890043080388,14721.06016
"202",202,"Pist_WarmS/CoolF_B2_R7",1462,2,"WarmS/CoolF","pinus","pinus_strobus",2025,39.3,11,NA,3,14.26,19.1435778506396,12.9377814779774,16.6415319500912,21.6708119405108,25.3364386883955,4755.3
"203",203,"Pist_WarmS/CoolF_B2_R8",1463,2,"WarmS/CoolF","pinus","pinus_strobus",2025,42.5,11.66,NA,3,21.32,21.5104058870976,15.4219243981505,18.9829104486318,24.0204110523224,27.6476269931667,5778.113
"204",204,"Pist_WarmS/CoolF_B2_R9",1464,2,"WarmS/CoolF","pinus","pinus_strobus",2025,52.8,13.17,NA,3,27.03,28.2859149612611,22.0928770711923,25.7818309806975,30.8478775284836,34.4262774320453,9158.10192
"205",205,"Pist_WarmS/CoolF_B2_R10",1465,2,"WarmS/CoolF","pinus","pinus_strobus",2025,49.9,12.68,NA,3,20.76,26.1818257363848,20.0178497095287,23.644806519298,28.7149713485842,32.2309844890466,8023.04176
"206",206,"Pist_WarmS/CoolF_B3_R11",1466,3,"WarmS/CoolF","pinus","pinus_strobus",2025,18.8,7.87,NA,3,5.03,8.21780040213184,2.13171285418422,5.72111468882551,10.695138007748,14.3731803342957,1164.41372
"207",207,"Pist_WarmS/CoolF_B3_R12",1467,3,"WarmS/CoolF","pinus","pinus_strobus",2025,40.9,12.27,"middle of the crown is dead; the rest is not doing great",3,24.09,22.2914139009471,16.1971087710198,19.7745930567371,24.8159580400255,28.4703445517474,6157.61361
"208",208,"Pist_WarmS/CoolF_B3_R13",1468,3,"WarmS/CoolF","pinus","pinus_strobus",2025,29.3,9.94,NA,3,12.56,14.1906072378852,8.08715785720718,11.6711764237141,16.6557214088275,20.5339079437322,2894.94548
"209",209,"Pist_WarmS/CoolF_B3_R14",1469,3,"WarmS/CoolF","pinus","pinus_strobus",2025,71.7,17.75,NA,3,54.94,48.6887137851433,42.3722691873475,46.0642069421243,51.2887011396992,55.0784243058285,22589.98125
"210",210,"Pist_WarmS/CoolF_B3_R15",1470,3,"WarmS/CoolF","pinus","pinus_strobus",2025,40.9,11.63,NA,3,20.2,20.9542640862654,14.9013799681338,18.4338680554216,23.4746670516237,27.1045444889431,5532.00721
"211",211,"Pist_CoolS/WarmF_B1_R1",1471,1,"CoolS/WarmF","pinus","pinus_strobus",2025,50.7,12.46,NA,3,24.32,25.8678428184577,19.6986504683657,23.4045708873924,28.3998325439906,31.9869545939548,7871.25612
"212",212,"Pist_CoolS/WarmF_B1_R2",1472,1,"CoolS/WarmF","pinus","pinus_strobus",2025,31.8,7.9,NA,3,10.3,11.3468247100539,5.19015229291621,8.86840316771015,13.8438904202394,17.3436592145673,1984.638
"213",213,"Pist_CoolS/WarmF_B1_R3",1473,1,"CoolS/WarmF","pinus","pinus_strobus",2025,33,11.98,NA,3,24.25,19.0428588424938,12.9724539527765,16.5027572393452,21.5571385327117,25.1874094490891,4736.1732
"214",214,"Pist_CoolS/WarmF_B1_R4",1474,1,"CoolS/WarmF","pinus","pinus_strobus",2025,34.9,9.47,NA,3,17.16,14.7776226756854,8.68049803004508,12.2092154522921,17.3220486630739,20.8705149044626,3129.86341
"215",215,"Pist_CoolS/WarmF_B1_R5",1475,1,"CoolS/WarmF","pinus","pinus_strobus",2025,43.1,10.39,NA,3,15.64,18.8985552429528,12.7513917063614,16.3963078826302,21.3214381531548,25.1204003568877,4652.73551
"216",216,"Pist_CoolS/WarmF_B2_R6",1476,2,"CoolS/WarmF","pinus","pinus_strobus",2025,22.1,7.95,NA,3,7.43,9.18223732649502,3.05780869509655,6.64518738158484,11.7255732321719,15.2693239546747,1396.77525
"217",217,"Pist_CoolS/WarmF_B2_R7",1477,2,"CoolS/WarmF","pinus","pinus_strobus",2025,64.8,13.92,NA,3,38.09,34.2468287113329,28.1307839910051,31.7164873775264,36.7718304947471,40.4001343747448,12556.06272
"218",218,"Pist_CoolS/WarmF_B2_R8",1478,2,"CoolS/WarmF","pinus","pinus_strobus",2025,36.2,10.8,NA,3,18.51,17.8128221219374,11.6147866030527,15.2574266590889,20.3322986358786,23.9972969347733,4222.368
"219",219,"Pist_CoolS/WarmF_B2_R9",1479,2,"CoolS/WarmF","pinus","pinus_strobus",2025,66.1,15.54,NA,3,73.84,39.4921254939454,33.2858189041907,37.0061710135598,42.0181647421224,45.6427102823012,15962.59476
"220",220,"Pist_CoolS/WarmF_B2_R10",1480,2,"CoolS/WarmF","pinus","pinus_strobus",2025,67.9,14.6,NA,3,42.43,37.2173171576749,31.0080546140796,34.582605167605,39.7973243616227,43.4396228963365,14473.564
"221",221,"Pist_CoolS/WarmF_B3_R11",1481,3,"CoolS/WarmF","pinus","pinus_strobus",2025,33,10.26,NA,3,14.45,15.8529749971631,9.67571117116813,13.2811250991378,18.3935452764382,22.0835475521769,3473.8308
"222",222,"Pist_CoolS/WarmF_B3_R12",1482,3,"CoolS/WarmF","pinus","pinus_strobus",2025,48.5,13.08,NA,3,22.89,26.6917512284368,20.4948860415993,24.1564739454405,29.1897576714991,32.8811241745998,8297.6904
"223",223,"Pist_CoolS/WarmF_B3_R13",1483,3,"CoolS/WarmF","pinus","pinus_strobus",2025,44.9,11.97,NA,3,26.16,22.8972207840985,16.8263290882715,20.3457748306414,25.4497272088612,29.0614584358104,6433.31241
"224",224,"Pist_CoolS/WarmF_B3_R14",1484,3,"CoolS/WarmF","pinus","pinus_strobus",2025,56.6,15.33,NA,3,34.84,35.440019993522,29.3301321590503,32.9505005024888,37.9061376148558,41.5859465070453,13301.50374
"225",225,"Pist_CoolS/WarmF_B3_R15",1485,3,"CoolS/WarmF","pinus","pinus_strobus",2025,23.4,8.29,NA,3,7.27,9.98738182366624,3.97707823995619,7.49514295934988,12.4817924472054,16.1090391824718,1608.14394
"226",226,"Pist_WarmS/WarmF_B1_R1",1486,1,"WarmS/WarmF","pinus","pinus_strobus",2025,58.7,13.45,NA,3,29.7,30.959214471734,24.8246392754564,28.4978131291904,33.4728749793526,37.1074335455363,10618.97675
"227",227,"Pist_WarmS/WarmF_B1_R2",1487,1,"WarmS/WarmF","pinus","pinus_strobus",2025,52.6,12.32,"current year shoot died after summer drought; height still measured and half of the tree is dead",3,30.06,26.1405647921785,20.1390873521589,23.6041501028506,28.6566020505897,32.299739202071,7983.75424
